id,created_time,updated_time,title,chinese_title,kind,source_channel,severity,topic,tags,occurred_at,count,resolved,note,chinese_note,urgency_score,page_file
row_2k_00334,2026-02-07T18:38:02.603Z,2026-02-07T22:06:23.429Z,Bug triage: auth latency spike #334,Bug 分诊: 登录延迟突增 #334,Note,Support ticket,High,Infra,urgent;internal,2026-02-07,24,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00335,2026-02-07T17:35:03.605Z,2026-02-07T21:17:20.802Z,Sync recap: UI shimmer regression #335,同步回顾: 界面闪烁回归 #335,Meeting,Status page,Low,Analytics,customer;automated,2026-02-07,18,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00336,2026-02-07T07:30:02.940Z,2026-02-07T11:26:02.482Z,Doc update: analytics gap #336,文档更新: 数据上报缺口 #336,Doc,Customer email,Critical,Analytics,manual,2026-02-07,2,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00337,2026-02-07T02:50:35.671Z,2026-02-07T04:29:38.921Z,Investigation: schema migration delay #337,排查记录: 迁移延期 #337,Email,Internal slack,Info,Billing,,2026-02-07,46,true,,,0,
row_2k_00338,2026-02-06T15:59:04.201Z,2026-02-06T20:26:49.489Z,Follow up: search index rebuild #338,跟进事项: 搜索索引重建 #338,Slack,Pager duty,Critical,UI,automated;internal,2026-02-06,12,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00339,2026-02-06T08:13:33.631Z,2026-02-06T09:37:48.979Z,Telemetry blip: mobile crash cluster #339,遥测异常: 移动端崩溃聚簇 #339,Bug,Support ticket,Critical,Infra,internal;urgent,2026-02-06,16,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",100,
row_2k_00340,2026-02-06T01:25:32.011Z,2026-02-06T04:48:08.427Z,Pager event: queue backlog growth #340,值班事件: 队列积压增长 #340,Note,Status page,Medium,Auth,manual,2026-02-06,30,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00341,2026-02-05T23:07:22.304Z,2026-02-06T01:40:11.801Z,Customer report: billing webhook retries #341,客户反馈: 账单 Webhook 重试 #341,Meeting,Status page,Low,Analytics,customer;manual,2026-02-05,28,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",8,
row_2k_00342,2026-02-05T14:48:05.009Z,2026-02-05T18:26:24.606Z,Engineering note: infra cost trend #342,工程笔记: 基础设施成本上扬 #342,Doc,Telemetry alert,Critical,UI,,2026-02-05,7,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00343,2026-02-05T04:02:22.544Z,2026-02-05T04:32:01.647Z,Incident drill: feature flag rollout #343,应急演练: 功能开关灰度 #343,Email,Internal slack,Medium,UI,,2026-02-05,29,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",25,
row_2k_00344,2026-02-05T01:57:51.039Z,2026-02-05T04:47:28.331Z,Bug triage: auth latency spike #344,Bug 分诊: 登录延迟突增 #344,Slack,Pager duty,Medium,Search,urgent,2026-02-05,12,true,,,0,
row_2k_00345,2026-02-04T20:33:11.710Z,2026-02-05T01:02:54.283Z,Sync recap: UI shimmer regression #345,同步回顾: 界面闪烁回归 #345,Bug,Support ticket,High,Infra,customer,2026-02-04,48,false,Short note.,"已记录,本周不需要额外动作。",60,
row_2k_00346,2026-02-04T05:24:55.169Z,2026-02-04T06:23:26.758Z,Doc update: analytics gap #346,文档更新: 数据上报缺口 #346,Note,Support ticket,Critical,Auth,internal;manual,2026-02-04,8,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",100,
row_2k_00347,2026-02-03T23:21:44.456Z,2026-02-04T02:02:26.124Z,Investigation: schema migration delay #347,排查记录: 迁移延期 #347,Meeting,Status page,Info,Auth,,2026-02-03,19,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,1,
row_2k_00348,2026-02-03T18:59:30.553Z,2026-02-03T22:20:44.710Z,Follow up: search index rebuild #348,跟进事项: 搜索索引重建 #348,Doc,Customer email,Critical,Billing,automated,2026-02-03,42,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",100,
row_2k_00349,2026-02-03T14:16:45.953Z,2026-02-03T15:51:33.844Z,Telemetry blip: mobile crash cluster #349,遥测异常: 移动端崩溃聚簇 #349,Email,Customer email,Medium,UI,automated,2026-02-03,3,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00350,2026-02-03T01:01:17.545Z,2026-02-03T04:21:00.825Z,Pager event: queue backlog growth #350,值班事件: 队列积压增长 #350,Slack,Pager duty,High,Mobile,customer;urgent,2026-02-03,2,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00351,2026-02-02T17:45:01.430Z,2026-02-02T20:44:20.290Z,Customer report: billing webhook retries #351,客户反馈: 账单 Webhook 重试 #351,Bug,Pager duty,Info,Billing,urgent;internal,2026-02-02,32,false,,,1,
row_2k_00352,2026-02-02T11:35:14.995Z,2026-02-02T13:02:59.002Z,Engineering note: infra cost trend #352,工程笔记: 基础设施成本上扬 #352,Note,Support ticket,Info,Search,urgent,2026-02-02,38,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00353,2026-02-02T09:31:48.602Z,2026-02-02T13:06:03.406Z,Incident drill: feature flag rollout #353,应急演练: 功能开关灰度 #353,Meeting,Status page,Medium,Billing,urgent;customer,2026-02-02,49,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",25,
row_2k_00354,2026-02-02T00:22:04.030Z,2026-02-02T03:54:21.019Z,Bug triage: auth latency spike #354,Bug 分诊: 登录延迟突增 #354,Doc,Customer email,Info,Search,internal;urgent,2026-02-02,14,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00355,2026-02-01T17:23:48.774Z,2026-02-01T21:50:56.323Z,Sync recap: UI shimmer regression #355,同步回顾: 界面闪烁回归 #355,Email,Customer email,Info,UI,,2026-02-01,2,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00356,2026-02-01T10:20:35.196Z,2026-02-01T11:45:35.386Z,Doc update: analytics gap #356,文档更新: 数据上报缺口 #356,Slack,Pager duty,Medium,UI,automated,2026-02-01,43,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",25,
row_2k_00357,2026-02-01T05:37:51.203Z,2026-02-01T08:49:08.639Z,Investigation: schema migration delay #357,排查记录: 迁移延期 #357,Bug,Support ticket,High,Billing,,2026-02-01,34,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",60,
row_2k_00358,2026-01-31T18:04:19.799Z,2026-01-31T21:22:40.361Z,Follow up: search index rebuild #358,跟进事项: 搜索索引重建 #358,Note,Support ticket,Critical,Analytics,internal;urgent,2026-01-31,3,false,,,100,
row_2k_00359,2026-01-31T07:54:46.906Z,2026-01-31T08:52:41.968Z,Telemetry blip: mobile crash cluster #359,遥测异常: 移动端崩溃聚簇 #359,Meeting,Status page,High,Search,,2026-01-31,32,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00360,2026-01-31T05:20:55.960Z,2026-01-31T06:26:45.071Z,Pager event: queue backlog growth #360,值班事件: 队列积压增长 #360,Doc,Customer email,Info,Infra,,2026-01-31,10,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",1,
row_2k_00361,2026-01-30T22:04:54.278Z,2026-01-30T22:11:00.053Z,Customer report: billing webhook retries #361,客户反馈: 账单 Webhook 重试 #361,Email,Internal slack,Low,Analytics,,2026-01-30,13,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,8,
row_2k_00362,2026-01-30T13:14:05.106Z,2026-01-30T14:53:58.567Z,Engineering note: infra cost trend #362,工程笔记: 基础设施成本上扬 #362,Slack,Pager duty,Critical,UI,urgent;internal,2026-01-30,28,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00363,2026-01-30T09:57:41.462Z,2026-01-30T14:05:45.970Z,Incident drill: feature flag rollout #363,应急演练: 功能开关灰度 #363,Bug,Support ticket,High,Billing,,2026-01-30,32,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",60,
row_2k_00364,2026-01-30T04:10:17.480Z,2026-01-30T06:36:12.431Z,Bug triage: auth latency spike #364,Bug 分诊: 登录延迟突增 #364,Note,Support ticket,Medium,Mobile,urgent;customer,2026-01-30,43,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",25,
row_2k_00365,2026-01-29T21:52:21.652Z,2026-01-30T02:18:51.981Z,Sync recap: UI shimmer regression #365,同步回顾: 界面闪烁回归 #365,Meeting,Telemetry alert,Medium,Mobile,internal;manual,2026-01-29,36,true,,,0,
row_2k_00366,2026-01-29T14:50:42.081Z,2026-01-29T17:39:38.298Z,Doc update: analytics gap #366,文档更新: 数据上报缺口 #366,Doc,Customer email,Medium,Analytics,,2026-01-29,26,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00367,2026-01-29T01:57:59.526Z,2026-01-29T06:25:48.707Z,Investigation: schema migration delay #367,排查记录: 迁移延期 #367,Email,Customer email,Low,Analytics,,2026-01-29,16,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",8,
row_2k_00368,2026-01-28T20:44:57.605Z,2026-01-29T00:32:42.718Z,Follow up: search index rebuild #368,跟进事项: 搜索索引重建 #368,Slack,Pager duty,Medium,UI,manual,2026-01-28,17,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00369,2026-01-28T12:19:00.658Z,2026-01-28T15:10:17.351Z,Telemetry blip: mobile crash cluster #369,遥测异常: 移动端崩溃聚簇 #369,Bug,Pager duty,High,Mobile,automated;urgent,2026-01-28,9,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00370,2026-01-28T11:19:37.567Z,2026-01-28T15:12:14.858Z,Pager event: queue backlog growth #370,值班事件: 队列积压增长 #370,Note,Status page,Info,Analytics,,2026-01-28,46,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",1,
row_2k_00371,2026-01-27T22:43:25.761Z,2026-01-28T00:13:10.527Z,Customer report: billing webhook retries #371,客户反馈: 账单 Webhook 重试 #371,Meeting,Status page,High,UI,automated,2026-01-27,3,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",60,
row_2k_00372,2026-01-27T20:30:05.887Z,2026-01-28T00:33:05.205Z,Engineering note: infra cost trend #372,工程笔记: 基础设施成本上扬 #372,Doc,Customer email,Medium,Search,,2026-01-27,39,false,,,25,
row_2k_00373,2026-01-27T11:44:00.048Z,2026-01-27T15:55:10.579Z,Incident drill: feature flag rollout #373,应急演练: 功能开关灰度 #373,Email,Internal slack,Info,Auth,internal,2026-01-27,31,false,Short note.,"已记录,本周不需要额外动作。",1,
row_2k_00374,2026-01-27T06:41:24.836Z,2026-01-27T08:26:50.773Z,Bug triage: auth latency spike #374,Bug 分诊: 登录延迟突增 #374,Slack,Internal slack,Critical,Search,,2026-01-27,45,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00375,2026-01-26T20:52:42.380Z,2026-01-27T00:02:26.308Z,Sync recap: UI shimmer regression #375,同步回顾: 界面闪烁回归 #375,Bug,Support ticket,Low,Infra,customer,2026-01-26,21,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00376,2026-01-26T10:27:56.707Z,2026-01-26T13:48:27.411Z,Doc update: analytics gap #376,文档更新: 数据上报缺口 #376,Note,Status page,Low,Analytics,manual;urgent,2026-01-26,12,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00377,2026-01-26T08:29:08.256Z,2026-01-26T11:01:15.926Z,Investigation: schema migration delay #377,排查记录: 迁移延期 #377,Meeting,Status page,Info,Analytics,,2026-01-26,26,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",1,
row_2k_00378,2026-01-25T17:43:32.670Z,2026-01-25T20:41:08.860Z,Follow up: search index rebuild #378,跟进事项: 搜索索引重建 #378,Doc,Customer email,Low,UI,,2026-01-25,39,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",8,
row_2k_00379,2026-01-25T13:18:41.902Z,2026-01-25T17:49:20.010Z,Telemetry blip: mobile crash cluster #379,遥测异常: 移动端崩溃聚簇 #379,Email,Internal slack,Low,UI,automated;internal,2026-01-25,24,true,,,0,
row_2k_00380,2026-01-25T06:54:15.520Z,2026-01-25T10:33:14.691Z,Pager event: queue backlog growth #380,值班事件: 队列积压增长 #380,Slack,Pager duty,High,Billing,,2026-01-25,6,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00381,2026-01-24T20:49:08.433Z,2026-01-24T21:39:08.599Z,Customer report: billing webhook retries #381,客户反馈: 账单 Webhook 重试 #381,Bug,Support ticket,High,Mobile,automated;manual,2026-01-24,27,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00382,2026-01-24T22:27:10.634Z,2026-01-25T01:09:30.765Z,Engineering note: infra cost trend #382,工程笔记: 基础设施成本上扬 #382,Note,Support ticket,Critical,Analytics,automated,2026-01-24,47,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,100,
row_2k_00383,2026-01-24T11:56:34.813Z,2026-01-24T16:23:22.281Z,Incident drill: feature flag rollout #383,应急演练: 功能开关灰度 #383,Meeting,Status page,Info,Analytics,automated;urgent,2026-01-24,37,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00384,2026-01-24T02:13:20.086Z,2026-01-24T05:29:30.107Z,Bug triage: auth latency spike #384,Bug 分诊: 登录延迟突增 #384,Doc,Telemetry alert,Info,UI,customer;internal,2026-01-24,23,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00385,2026-01-23T23:25:35.542Z,2026-01-24T02:08:12.153Z,Sync recap: UI shimmer regression #385,同步回顾: 界面闪烁回归 #385,Email,Customer email,Critical,Infra,automated,2026-01-23,20,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00386,2026-01-23T18:00:57.762Z,2026-01-23T19:36:47.165Z,Doc update: analytics gap #386,文档更新: 数据上报缺口 #386,Slack,Internal slack,Low,Billing,internal;manual,2026-01-23,18,true,,,0,
row_2k_00387,2026-01-23T09:06:16.960Z,2026-01-23T12:34:53.706Z,Investigation: schema migration delay #387,排查记录: 迁移延期 #387,Bug,Support ticket,High,Search,manual,2026-01-23,49,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00388,2026-01-23T01:28:51.814Z,2026-01-23T03:45:47.827Z,Follow up: search index rebuild #388,跟进事项: 搜索索引重建 #388,Note,Support ticket,Critical,Analytics,manual;urgent,2026-01-23,34,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",100,
row_2k_00389,2026-01-22T20:41:33.002Z,2026-01-22T20:54:51.168Z,Telemetry blip: mobile crash cluster #389,遥测异常: 移动端崩溃聚簇 #389,Meeting,Status page,Critical,Search,manual,2026-01-22,6,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00390,2026-01-22T04:43:21.040Z,2026-01-22T08:24:23.716Z,Pager event: queue backlog growth #390,值班事件: 队列积压增长 #390,Doc,Telemetry alert,High,Analytics,internal,2026-01-22,46,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00391,2026-01-22T03:18:22.068Z,2026-01-22T04:00:49.692Z,Customer report: billing webhook retries #391,客户反馈: 账单 Webhook 重试 #391,Email,Customer email,High,Mobile,manual,2026-01-22,29,true,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",0,
row_2k_00392,2026-01-21T19:49:29.437Z,2026-01-21T22:00:47.768Z,Engineering note: infra cost trend #392,工程笔记: 基础设施成本上扬 #392,Slack,Internal slack,Info,Mobile,,2026-01-21,47,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00393,2026-01-21T15:44:32.134Z,2026-01-21T18:01:46.868Z,Incident drill: feature flag rollout #393,应急演练: 功能开关灰度 #393,Bug,Pager duty,Low,Mobile,,2026-01-21,3,false,,,8,
row_2k_00394,2026-01-21T01:01:30.845Z,2026-01-21T01:38:13.341Z,Bug triage: auth latency spike #394,Bug 分诊: 登录延迟突增 #394,Note,Support ticket,High,UI,internal,2026-01-21,29,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00395,2026-01-20T22:28:41.380Z,2026-01-20T22:34:18.213Z,Sync recap: UI shimmer regression #395,同步回顾: 界面闪烁回归 #395,Meeting,Telemetry alert,Medium,Infra,manual;automated,2026-01-20,20,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",25,
row_2k_00396,2026-01-20T18:48:17.695Z,2026-01-20T22:09:13.698Z,Doc update: analytics gap #396,文档更新: 数据上报缺口 #396,Doc,Telemetry alert,High,Infra,,2026-01-20,9,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00397,2026-01-20T10:21:06.246Z,2026-01-20T13:59:38.859Z,Investigation: schema migration delay #397,排查记录: 迁移延期 #397,Email,Internal slack,High,Search,,2026-01-20,47,false,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",60,
row_2k_00398,2026-01-20T02:55:39.512Z,2026-01-20T04:41:59.773Z,Follow up: search index rebuild #398,跟进事项: 搜索索引重建 #398,Slack,Internal slack,Info,Search,urgent,2026-01-20,42,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",1,
row_2k_00399,2026-01-19T14:40:24.418Z,2026-01-19T16:49:29.028Z,Telemetry blip: mobile crash cluster #399,遥测异常: 移动端崩溃聚簇 #399,Bug,Support ticket,Medium,Auth,urgent,2026-01-19,1,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00400,2026-01-19T11:08:26.888Z,2026-01-19T11:15:31.410Z,Pager event: queue backlog growth #400,值班事件: 队列积压增长 #400,Note,Support ticket,High,Mobile,,2026-01-19,12,false,,,60,
row_2k_00401,2026-01-19T03:18:54.056Z,2026-01-19T05:48:42.964Z,Customer report: billing webhook retries #401,客户反馈: 账单 Webhook 重试 #401,Meeting,Telemetry alert,Info,Auth,internal,2026-01-19,3,false,Short note.,"已记录,本周不需要额外动作。",1,
row_2k_00402,2026-01-18T20:41:42.660Z,2026-01-19T01:29:08.852Z,Engineering note: infra cost trend #402,工程笔记: 基础设施成本上扬 #402,Doc,Customer email,Medium,Analytics,,2026-01-18,46,false,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",25,
row_2k_00403,2026-01-18T14:34:17.776Z,2026-01-18T14:54:49.801Z,Incident drill: feature flag rollout #403,应急演练: 功能开关灰度 #403,Email,Customer email,Medium,Search,automated;internal,2026-01-18,18,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,25,
row_2k_00404,2026-01-18T03:23:31.698Z,2026-01-18T05:16:39.897Z,Bug triage: auth latency spike #404,Bug 分诊: 登录延迟突增 #404,Slack,Pager duty,Critical,UI,,2026-01-18,2,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00405,2026-01-17T23:23:41.205Z,2026-01-18T01:32:14.036Z,Sync recap: UI shimmer regression #405,同步回顾: 界面闪烁回归 #405,Bug,Support ticket,Medium,UI,manual;customer,2026-01-17,42,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",25,
row_2k_00406,2026-01-17T13:05:23.896Z,2026-01-17T15:57:30.823Z,Doc update: analytics gap #406,文档更新: 数据上报缺口 #406,Note,Support ticket,Low,Analytics,urgent;automated,2026-01-17,3,true,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",0,
row_2k_00407,2026-01-17T12:46:47.117Z,2026-01-17T13:59:12.009Z,Investigation: schema migration delay #407,排查记录: 迁移延期 #407,Meeting,Telemetry alert,Medium,Analytics,internal,2026-01-17,26,false,,,25,
row_2k_00408,2026-01-16T21:38:55.852Z,2026-01-16T22:05:58.675Z,Follow up: search index rebuild #408,跟进事项: 搜索索引重建 #408,Doc,Telemetry alert,Low,Search,customer,2026-01-16,31,true,Short note.,"已记录,本周不需要额外动作。",0,
row_2k_00409,2026-01-16T15:36:38.554Z,2026-01-16T19:24:56.685Z,Telemetry blip: mobile crash cluster #409,遥测异常: 移动端崩溃聚簇 #409,Email,Customer email,Info,Analytics,urgent;customer,2026-01-16,42,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00410,2026-01-16T16:00:54.114Z,2026-01-16T16:06:45.100Z,Pager event: queue backlog growth #410,值班事件: 队列积压增长 #410,Slack,Pager duty,Info,Search,,2026-01-16,37,true,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,0,
row_2k_00411,2026-01-16T03:13:12.114Z,2026-01-16T06:08:26.742Z,Customer report: billing webhook retries #411,客户反馈: 账单 Webhook 重试 #411,Bug,Support ticket,Low,UI,automated;customer,2026-01-16,31,true,Triaged in standup. Lower confidence than usual because the alert fired during a deploy window and may be incidental. Will need a second data point before we escalate.,"在站会上分诊。告警在发布窗口期触发,可能是偶发,需要再观察一轮。",0,
row_2k_00412,2026-01-15T23:36:26.501Z,2026-01-16T00:44:19.639Z,Engineering note: infra cost trend #412,工程笔记: 基础设施成本上扬 #412,Note,Support ticket,Info,Infra,internal,2026-01-15,19,false,Customer is unblocked but reports a similar symptom intermittently. Tagging for the next cross-team review.,"客户问题已临时绕过,但仍偶发相似症状,留作跨组例会议题。",1,
row_2k_00413,2026-01-15T15:29:14.639Z,2026-01-15T16:13:46.952Z,Incident drill: feature flag rollout #413,应急演练: 功能开关灰度 #413,Meeting,Telemetry alert,High,Billing,,2026-01-15,24,false,Marked as automated rollup; the underlying batch retried successfully on its own. Keep the link for the runbook so we have an example.,"自动批处理已重试成功,标记为自动化。链接保留供新人参考。",60,
row_2k_00414,2026-01-15T09:49:02.820Z,2026-01-15T11:38:13.754Z,Bug triage: auth latency spike #414,Bug 分诊: 登录延迟突增 #414,Doc,Telemetry alert,Info,Billing,urgent;internal,2026-01-15,10,false,,,1,
row_2k_00415,2026-01-15T01:48:43.337Z,2026-01-15T05:25:44.350Z,Sync recap: UI shimmer regression #415,同步回顾: 界面闪烁回归 #415,Email,Customer email,Low,UI,manual,2026-01-15,22,false,Short note.,"已记录,本周不需要额外动作。",8,
row_2k_00416,2026-01-14T13:12:23.039Z,2026-01-14T14:28:58.272Z,Doc update: analytics gap #416,文档更新: 数据上报缺口 #416,Slack,Internal slack,Critical,Infra,manual;customer,2026-01-14,48,true,Owner ack'd; no action required this cycle.,"负责人已确认,等待下周复盘。",0,
row_2k_00417,2026-01-14T11:10:41.151Z,2026-01-14T13:13:12.417Z,Investigation: schema migration delay #417,排查记录: 迁移延期 #417,Bug,Pager duty,Medium,Analytics,internal;automated,2026-01-14,24,false,Worth a follow up with the owning team. Recheck after the next release branch is cut to confirm the regression is fully gone and that the dashboards reflect the recovered state.,需要在下一个发布周期内复查。建议把链接放进 runbook 作为案例。,25,
